roberta_neg,roberta_neu,roberta_pos,Reviews,Aspect
0.30585763,0.56892,0.12522228,soft,Ergonomics
0.021474896,0.39751476,0.5810104,comfortable,Ergonomics
0.30585763,0.56892,0.12522228,soft,Ergonomics
0.03340702,0.47538403,0.49120894,absorb well,Performance
0.10027081,0.59930605,0.30042315,absorbent,Performance
0.005503059,0.07374469,0.9207522,good product far,Performance
0.025864804,0.30537924,0.66875595,good quality fabric,Performance
0.010898573,0.10886413,0.88023734,set least months great,Performance
0.57315356,0.3715497,0.055296715,thirsty towels,Performance
0.011326021,0.1720545,0.81661946,towel excellent,Performance
0.03532089,0.6149451,0.34973398,purchased towels less half price one without problems years,Price
0.004481839,0.081621334,0.91389686,organic cotton fair price great,Price
0.029776454,0.6295143,0.34070927,towel well priced,Price
0.014795118,0.13898537,0.84621954,good deal,Price
0.019515827,0.29845285,0.6820313,nice weight,Aesthetics
0.04509061,0.8045526,0.15035675,side snagged places anything major,Aesthetics
0.007871084,0.30953342,0.68259543,towel excellent absorption speed,Use Efficiency
0.04340052,0.88977844,0.06682106,current set cookware works induction surface,Adaptability
0.0073013837,0.09679139,0.8959072,put rv great,Adaptability
0.018271469,0.823255,0.1584735,makes sandwiches breeze stir fry saute eggs pancakes believe beat,Adaptability
0.08568839,0.81359226,0.1007194,thing stove cook one thing time solution,Adaptability
0.08608765,0.85744506,0.056467284,operate anywhere electrical outlet,Adaptability
0.2814183,0.6863013,0.032280453,going change rating though lack switch,Interference
0.117165685,0.80956817,0.073266104,precise temperature controls,Interference
0.868715,0.12595445,0.0053306054,around third use product stopped working,Durability
0.030591505,0.5823078,0.3871007,comes great pan seems keep capability longer pans past,Durability
0.39190537,0.57145673,0.036637932,died weeks purchase,Durability
0.006389493,0.053985737,0.9396247,pan wonderful also crazy easy clean,Ease of Reprocessing
0.09657671,0.8058295,0.097593755,easy adjust heat needed,Ease of Use
0.08991523,0.8405808,0.06950406,set temp continually adjust,Ease of Use
0.040523954,0.4699063,0.48956972,temperature much better controlled conventional electric stove,Ease of Use
0.030591505,0.5823078,0.3871007,comes great pan seems keep capability longer pans past,Interference
0.36813623,0.57283664,0.05902711,food slides,Interference
0.08991523,0.8405808,0.06950406,set temp continually adjust,Interference
0.086027406,0.8147801,0.0991925,cook pan included heavy duty ceramic,Interference
0.62047696,0.35809922,0.021423807,noise creates makes hard watch tv listen music talk phone without turning volume,Interference
0.056655917,0.74309117,0.20025295,cooks food evenly,Performance
0.0045463927,0.06429641,0.9311572,fry pan really terrific,Performance
0.0073013837,0.09679139,0.8959072,put rv great,Performance
0.079866625,0.76316726,0.15696606,keeps temperature,Performance
0.020612754,0.50648314,0.47290406,temperature seems accurate,Performance
0.022445032,0.53211284,0.4454421,although still fairly hot actually touch cooktop surface right cooking,Safety
0.13579778,0.7487636,0.11543865,safer use,Safety
0.026074661,0.7682986,0.20562674,boiled water cheap stainless coffee pot minute,Use Efficiency
0.016250458,0.520273,0.46347654,heats fast,Use Efficiency
0.00458542,0.18154085,0.8138737,heats super fast,Use Efficiency
0.064360544,0.7188328,0.2168067,saves hours time kitchen,Use Efficiency
0.3677602,0.5495556,0.082684144,one even efficient,Use Efficiency
0.0077103674,0.28979558,0.7024941,love illuminate front house dusk turn dawn,Adaptability
0.02394491,0.8241912,0.15186392,skeptical would work light fixtures entry door since fixtures dark metal covers lot bulb bulbs manage sense daylight well,Adaptability
0.004356283,0.04695727,0.9486864,look good,Aesthetics
0.46833524,0.49807677,0.033588015,however one died one month sure winners yet,Durability
0.6275436,0.35428798,0.018168423,one bulb stopped working weeks buy,Durability
0.0804249,0.59358734,0.3259878,stars working described already blown,Durability
0.17451645,0.6667377,0.15874587,fits housing well works cloudy day well wo come completely dark however one died one month sure winners yet star bynom de guerre deep southon july size daylight,Ease of Use
0.016594369,0.5707058,0.41269988,bulbs fit well regular fixtures,Ease of Use
0.22042868,0.725405,0.05416635,used past months like extensions sensors place,Interference
0.016790364,0.41136464,0.571845,problem give much light,Performance
0.03821245,0.8082281,0.15355952,right amount light bright dim,Performance
0.008933132,0.42672122,0.5643456,daylight bulb provides bright white light satisfied needs,Performance
0.0075457715,0.10507647,0.88737774,lights great supply good lighting bright dim,Performance
0.06280184,0.58803415,0.3491641,meet lighting needs perfectly,Performance
0.0069422494,0.072823934,0.92023385,work great,Performance
0.059741713,0.52725387,0.41300443,bright,Performance
0.012793717,0.28481662,0.70238966,worked well,Performance
0.010261963,0.27794966,0.71178836,good quality enough bright cover front area garage,Performance
0.0062532453,0.59829515,0.3954516,work well dusk dawn exterior lighting,Performance
0.095751286,0.79421556,0.11003312,annual cost lighting less bucks,Price
0.026822839,0.5750014,0.39817575,six watt bulbs provide low operating cost,Price
0.050159518,0.8227365,0.127104,carry tablet camera spare lens pens sketch pad wallet bag,Adaptability
0.17987877,0.6900786,0.13004257,traveled bag,Adaptability
0.07585125,0.82778937,0.09635942,zipped compartments smaller items,Adaptability
0.23073047,0.6840721,0.08519753,versatile bag,Adaptability
0.0047439924,0.04369826,0.95155776,really beautiful,Aesthetics
0.00797115,0.08062479,0.9114041,good looking,Aesthetics
0.012864669,0.122034594,0.8651007,love look,Aesthetics
0.0028281999,0.02279305,0.97437876,looks great,Aesthetics
0.0049766665,0.052226055,0.9427973,still looks good,Aesthetics
0.22027048,0.5611728,0.21855673,durable,Durability
0.19876799,0.69260645,0.108625524,durable enough spend life construction sites train seats,Durability
0.22027048,0.5611728,0.21855673,durable,Durability
0.018911202,0.51705706,0.46403173,also feels durable,Durability
0.22027048,0.5611728,0.21855673,durable,Durability
0.02171475,0.38606587,0.59221935,fabric seems durable,Durability
0.47232124,0.4930491,0.034629647,difficult use,Ease of Use
0.06946985,0.50307465,0.42745554,easy use,Ease of Use
0.019971557,0.37083694,0.6091915,makes quick easy airport security,Ease of Use
0.013423228,0.47144598,0.5151308,comfortable carry,Ergonomics
0.009672132,0.24690391,0.743424,comfortable enough carry day,Ergonomics
0.011258672,0.69650584,0.29223546,handle centered carry handle comfortable,Ergonomics
0.050411824,0.87930936,0.070278734,centered well u carry bag using handle tends tilt,Interference
0.3838477,0.5829488,0.03320342,complaint stars location pen holder able steal pens ease,Interference
0.27200463,0.60072774,0.1272676,one problems bags like lack pockets bag solves issue least different compartments,Aesthetics
0.5567762,0.40738884,0.035834927,handle aligned along center gravity making useless,Aesthetics
0.14203966,0.7758465,0.08211387,laptop compartment padded back,Aesthetics
0.09994449,0.7808484,0.11920715,padding laptop side closest body,Aesthetics
0.022426337,0.2665847,0.710989,fits laptop perfectly,Performance
0.0038044918,0.340595,0.65560055,use transport macbook ipad pro fit ease along chargers,Performance
0.011888115,0.16008666,0.8280253,fits beautifully plenty added storage,Performance
0.03888276,0.7359725,0.22514479,padded keep items safe,Performance
0.004122879,0.054287072,0.9415901,works great far,Performance
0.026665157,0.23730251,0.73603237,price good product,Price
0.02316088,0.3126304,0.6642087,good value money,Price
0.2232066,0.5290897,0.24770379,priced right,Price
0.019971557,0.37083694,0.6091915,makes quick easy airport security,Use Efficiency
0.22387204,0.4915168,0.28461117,line,Aesthetics
0.21284576,0.72562706,0.061527178,writes little thin,Aesthetics
0.0106506,0.31063718,0.67871225,also clip decently strong break easily,Durability
0.052289367,0.703472,0.24423854,pens last long time,Durability
0.36285135,0.61040086,0.0267478,several broke early bought,Durability
0.22206758,0.53518337,0.24274905,last,Durability
0.067468226,0.6421825,0.2903493,write forever,Durability
0.005436135,0.29073483,0.70382905,strong holds super year two,Durability
0.010472207,0.3696744,0.6198533,comfortable hand,Ergonomics
0.015456513,0.47678593,0.50775754,comfortable hold,Ergonomics
0.01842949,0.43669477,0.54487574,comfortable cushion grip,Ergonomics
0.021270163,0.7030852,0.27564463,comfortable hold write,Ergonomics
0.035035178,0.55126053,0.4137043,quality comfortable cushioning,Ergonomics
0.22975384,0.58161247,0.18863375,smudge,Interference
0.040454708,0.87671345,0.082831785,critique pen sometimes lets much ink tiny splotches ink,Interference
0.427467,0.48169214,0.09084085,smoooooth,Performance
0.012317458,0.62463236,0.36305025,steady ink flow smooth writing,Performance
0.22975384,0.58161247,0.18863375,smudge,Performance
0.13944435,0.71736825,0.14318739,quality item,Performance
0.0046566445,0.054466546,0.9408768,really good write,Performance
0.04719157,0.54449666,0.40831184,smooth writing never skips bleeds,Performance
0.94618857,0.04989431,0.0039171493,ink pens dried making unusable,Performance
0.058178496,0.3083001,0.63352144,great,Performance
0.0079239635,0.14231905,0.84975696,pens amazing note taking,Performance
0.050812446,0.47074282,0.47844476,write okay,Performance
0.03998683,0.2915108,0.66850233,good price,Price
0.05984156,0.8440749,0.09608354,think bit priced recycled product,Price
0.010514907,0.14263357,0.8468515,ap price great well,Price
0.08482337,0.63093054,0.284246,well priced,Price
0.5581723,0.41590792,0.025919832,significant number batteries yet one fail,Durability
0.8796158,0.1132561,0.0071281977,controllers drain theses batteries much faster,Durability
0.002533909,0.14154227,0.85592383,first set still going strong year half,Durability
0.015822629,0.66294056,0.32123676,pleasantly supplied last long alkaline counterparts,Durability
0.015781803,0.5633634,0.4208548,hold charge well,Durability
0.15598412,0.80336636,0.040649503,may need charged slightly often brands,Durability
0.10440668,0.5500034,0.34558997,well build,Durability
0.042733505,0.63401115,0.32325533,go power lot faster typical batteries,Durability
0.18911743,0.72562236,0.08526023,hold charge really long time,Durability
0.1086343,0.78291583,0.108449884,hold onto charge years,Durability
0.15631919,0.7607765,0.082904264,find inconvenient recharge,Ease of Reprocessing
0.046908,0.5241872,0.4289048,charge well,Ease of Reprocessing
0.18569487,0.5234047,0.2909004,although work,Performance
0.052229714,0.3541448,0.5936255,fantastic products,Performance
0.4593706,0.5073882,0.033241212,seem slightly less power,Performance
0.0069422494,0.072823934,0.92023385,work great,Performance
0.024194436,0.513214,0.4625916,bought hoping save money definitely,Price
0.030087277,0.4528593,0.51705337,glad able buy quantity gave price break,Price
0.008591295,0.092727475,0.8986812,totally happy honestly ca beat price ask better quality battery price,Price
0.0030591006,0.030315083,0.9666258,looks good,Aesthetics
0.008866592,0.07014144,0.920992,beautiful,Aesthetics
0.00638597,0.04993583,0.94367814,gorgeous,Aesthetics
0.003019703,0.019967986,0.9770123,looks gorgeous,Aesthetics
0.011195643,0.21006906,0.7787353,looks classy,Aesthetics
0.005920892,0.03147041,0.9626087,fantastic beautiful,Aesthetics
0.1997548,0.71051717,0.089728065,careful fragile stuff,Durability
0.3698012,0.5962208,0.03397802,adhesive tape use strong stays problem,Durability
0.19923098,0.7567057,0.044063285,wood peeling sticky tapes,Durability
0.30715677,0.53679913,0.15604411,found way remove sticky backs easy makes whole task times difficult slower,Ease of Use
0.016955255,0.13564287,0.84740186,awesome easy,Ease of Use
0.07380454,0.6493255,0.27686998,easy installation,Ease of Use
0.04595474,0.80931425,0.14473096,easy cut backing difficult peel,Ease of Use
0.07884347,0.57752997,0.34362662,easy install,Ease of Use
0.027488807,0.38178715,0.590724,installation simple easy,Ease of Use
0.07884347,0.57752997,0.34362662,easy install,Ease of Use
0.124068856,0.59971714,0.276214,easy put work,Ease of Use
0.65041536,0.3356441,0.013940512,thing say big fan tape could real pain sometimes trying peel backing,Ease of Use
0.083163634,0.6497206,0.2671157,easy diy project,Ease of Use
0.22192232,0.6324802,0.14559747,went easily,Ease of Use
0.011748668,0.11369024,0.8745611,excellent quality,Performance
0.08399927,0.3401674,0.5758334,product perfect,Performance
0.56324565,0.38640195,0.050352406,pricey product,Price
0.30715677,0.53679913,0.15604411,found way remove sticky backs easy makes whole task times difficult slower,Use Efficiency
0.10449274,0.8438196,0.051687624,took hrs sq ft wall,Use Efficiency
0.4557016,0.50148267,0.04281573,foil thin tears easily,Durability
0.5297039,0.43393376,0.036362324,foil thinnest ever seen life tears punctures easily,Durability
0.6398094,0.32111076,0.039079886,tears easily,Durability
0.33044547,0.5660499,0.10350465,tears,Durability
0.48326334,0.4754815,0.04125508,paper thin tears easily,Durability
0.6929965,0.27821928,0.028784314,flimsy tears easily,Durability
0.46482965,0.47896782,0.056202535,thin tears easily,Durability
0.23724198,0.57747996,0.18527809,usable barely,Ease of Use
0.15898006,0.64670885,0.19431105,need use amount product compared decent brand,Aesthetics
0.02403928,0.2539606,0.7220001,foil good,Performance
0.2750509,0.527401,0.19754815,goo quality,Performance
0.0076825214,0.103671156,0.8886463,overall good quality,Performance
0.030022543,0.30399343,0.66598403,works perfectly,Performance
0.014774735,0.1773017,0.80792356,great savings,Price
0.2529985,0.6894552,0.057546288,really heavy pay large amount,Price
0.010524517,0.1092604,0.88021505,look nice enough give gift,Aesthetics
0.008187063,0.054326307,0.93748665,beautiful truly describe watch,Aesthetics
0.6773023,0.2714274,0.051270265,elegant,Aesthetics
0.6975041,0.27958867,0.022907201,elegant time piece,Aesthetics
0.013544111,0.11302749,0.8734284,even beautiful person,Aesthetics
0.0028281999,0.02279305,0.97437876,looks great,Aesthetics
0.14722656,0.67943615,0.17333727,real wrist,Aesthetics
0.007857443,0.0616287,0.9305139,watch looked nice enough,Aesthetics
0.8725777,0.11880973,0.00861257,crown little button side literally broke,Durability
0.22027048,0.5611728,0.21855673,durable,Durability
0.18759513,0.6443127,0.16809219,sturdy,Durability
0.1054135,0.8173155,0.077270985,steel casing durable wear scratching,Durability
0.026602194,0.38895297,0.5844448,easy read,Ease of Use
0.025526885,0.8477856,0.12668742,crown easy use time date adjustment,Ease of Use
0.0142971575,0.3458506,0.6398523,actually comfortable,Ergonomics
0.017058201,0.5190561,0.46388572,comfortable wear,Ergonomics
0.6666708,0.306382,0.026947213,packaging mess came,Aesthetics
0.30094758,0.65999526,0.039057225,return policy restrictive,Aesthetics
0.17783608,0.79103065,0.031133315,customer service phone number could find bought website sent refund request web form site answer yet,Aesthetics
0.21594857,0.5629326,0.22111881,dependable,Performance
0.013629897,0.20268473,0.78368545,good quality well,Performance
0.006389336,0.05630238,0.93730825,keeps great time,Performance
0.013625428,0.3080927,0.6782819,keeps time well,Performance
0.01772068,0.7579124,0.2243669,quartz movement keeps accurate time,Performance
0.7735083,0.2135427,0.012948941,watch keeps time poorly,Performance
0.061542843,0.81297815,0.12547892,local jewelry store,Price
0.017085614,0.4303126,0.5526018,perfectly cut measured make sure sides level even need combine another piece,Adaptability
0.018494906,0.832771,0.14873403,arrived rolled almost immediately layed flat took boxes time things like keep rolled corners awhile,Aesthetics
0.104472734,0.71825016,0.17727713,last long purpose,Durability
0.22027048,0.5611728,0.21855673,durable,Durability
0.033399504,0.7282854,0.23831518,beating months much shown wear day bought,Durability
0.14260119,0.62130696,0.23609191,heavy durable,Durability
0.03276084,0.33704787,0.63019127,seams fit together nicely nothing dogs chew,Durability
0.084377706,0.52572674,0.38989553,mat solid durable,Durability
0.14767498,0.773231,0.07909402,heavy duty durable,Durability
0.5368243,0.4323345,0.030841133,worked short started breaking,Durability
0.014734554,0.4850368,0.50022864,much warmer concrete floor,Ergonomics
0.0185379,0.39995244,0.58150965,mats provide enough cushion comfortable,Ergonomics
0.3284845,0.5900614,0.081454,deadens sound,Interference
0.71436733,0.27059004,0.015042631,sort sweet rubbery odor bothersome used indoor,Interference
0.14017339,0.75948954,0.10033707,reduces noise,Interference
0.80751204,0.16831043,0.024177521,stinky smell,Interference
0.026810069,0.43352363,0.53966624,job well,Performance
0.003780571,0.088356,0.90786344,excellent use excercise equipment mat,Performance
0.091010444,0.85845804,0.050531518,using buffer file cabinets butcher block office desk protecting surfaces preventing butcher block slipping cabinets,Performance
0.29636663,0.6481443,0.055489022,protect floor scuffs marks,Performance
0.09259872,0.46271688,0.44468445,quality product,Performance
0.011748668,0.11369024,0.8745611,excellent quality,Performance
0.30682972,0.5708594,0.12231091,price,Price
0.0153297605,0.21537815,0.7692921,best price quality product,Price
0.14680195,0.70045966,0.15273838,reasonable price,Price
0.11270428,0.62404245,0.26325327,worth investment,Price
0.09029043,0.67879415,0.23091547,fan compact size,Adaptability
0.16857354,0.66437197,0.16705455,color selection,Aesthetics
0.013132893,0.45063466,0.5362325,big fan colors got,Aesthetics
0.8029398,0.17410938,0.022950811,wish could chosen color brown boring love product,Aesthetics
0.24012364,0.68621457,0.07366181,wish subject dividers instead two,Interference
0.92661023,0.07024902,0.0031407126,poor materials fell apart quickly,Durability
0.09534595,0.7744079,0.13024609,sturdy notebook,Durability
0.0053039356,0.11513887,0.8795572,great sturdy notebooks,Durability
0.024030825,0.8697605,0.10620863,larger ring bindings standard cheap notebook office depot,Durability
0.09029043,0.67879415,0.23091547,fan compact size,Ease of Storage
0.09029043,0.67879415,0.23091547,fan compact size,Ease of Use
0.008670108,0.30034426,0.6909856,perfect size keeping track everyday things,Ease of Use
0.09029043,0.67879415,0.23091547,fan compact size,Ergonomics
0.09029043,0.67879415,0.23091547,fan compact size,Interference
0.10089654,0.7946289,0.104474604,standard notebook,Performance
0.0054193856,0.07282979,0.9217508,pretty good notebook though,Performance
0.22276036,0.6102335,0.16700613,worthy price,Price
0.017831178,0.2347373,0.7474315,expensive price one notebook hardcover makes worth every penny,Price
0.08488078,0.81709206,0.09802716,price seems high paper notebook,Price
0.27758875,0.4647001,0.2577112,expensive,Price
0.09029043,0.67879415,0.23091547,fan compact size,Use Efficiency
0.008670108,0.30034426,0.6909856,perfect size keeping track everyday things,Use Efficiency
0.104024395,0.8400736,0.055901986,gives first class finish letter label,Aesthetics
0.74899215,0.23988946,0.011118461,edges paper rough see printing inkjet printer side overall texture poor,Aesthetics
0.016498277,0.47073534,0.5127664,printing turns crisp clear,Aesthetics
0.0079300655,0.16920099,0.82286894,nice sturdy thickness sheet,Durability
0.019849151,0.45529497,0.52485585,strong paper,Durability
0.18759513,0.6443127,0.16809219,sturdy,Durability
0.051813524,0.50134355,0.44684294,paper strong,Durability
0.4138063,0.56245834,0.02373532,find difficult use,Ease of Use
0.030768704,0.21863635,0.750595,great quality,Performance
0.1027744,0.50533605,0.39188957,high quality,Performance
0.008500098,0.15550011,0.8359998,paper quality excellent,Performance
0.016498277,0.47073534,0.5127664,printing turns crisp clear,Performance
0.005523077,0.096162364,0.8983146,quality recycled paper excellent,Performance
0.006749044,0.09040024,0.9028507,good paper,Performance
0.009154416,0.0883821,0.90246344,works great,Performance
0.0933418,0.7920928,0.114565395,expensive recycled multipurpose paper,Price
0.10716799,0.71491534,0.17791669,reasonably priced,Price
0.14131692,0.77257746,0.0861057,price would like see lower,Price
0.0016814885,0.015888307,0.9824302,great outdoors plastic looks good outside,Adaptability
0.004559891,0.13599779,0.85944235,perfect outdoors salty air environment,Adaptability
0.012599422,0.2545404,0.73286015,would great outdoors although bought living room,Adaptability
0.017062977,0.16078466,0.8221524,nice color,Aesthetics
0.0031868748,0.0308383,0.96597475,beautiful color,Aesthetics
0.002060196,0.01995359,0.97798616,looks cute,Aesthetics
0.009475181,0.08792503,0.90259975,love color,Aesthetics
0.0031019207,0.03517103,0.961727,really cute,Aesthetics
0.002661489,0.023328412,0.97401005,really looks great,Aesthetics
0.0030501594,0.065900065,0.9310498,colors true picture goes great rest decor,Aesthetics
0.0015595221,0.02115332,0.9772872,rug pretty looks good back patio,Aesthetics
0.12022251,0.76983076,0.10994669,held thru weather,Durability
0.07290262,0.855973,0.071124375,think color however last material made,Durability
0.018570958,0.6448991,0.33652997,sturdy like returned,Durability
0.004559891,0.13599779,0.85944235,perfect outdoors salty air environment,Durability
0.12553948,0.5327778,0.3416827,easy enough clean,Ease of Reprocessing
0.0077063385,0.14041543,0.8518783,super easy clean,Ease of Reprocessing
0.11995365,0.76323533,0.11681101,rug soft rugs,Ergonomics
0.09414841,0.85250765,0.053343885,light weight tend blow floor windy,Interference
0.7166538,0.26346293,0.019883256,seems plastic though,Aesthetics
0.09414841,0.85250765,0.053343885,light weight tend blow floor windy,Aesthetics
0.026325172,0.13830867,0.83536613,bought balcony keep getting splinters go outside barefoot absolutely love,Performance
0.002042254,0.05809174,0.93986607,quality seems solid would definitely order fab habitat rug,Performance
0.030617472,0.73954576,0.22983669,reversible pretty rug make room ca complain price,Price
0.7166538,0.26346293,0.019883256,seems plastic though,Aesthetics
0.04033899,0.8200318,0.13962924,long enough tall person use even low guitar position using acoustic strap button neck,Adaptability
0.0062097963,0.08977283,0.9040174,thought strap looked cool,Aesthetics
0.0023037756,0.019825613,0.9778706,awesome great color,Aesthetics
0.005048102,0.115139775,0.8798121,extremely stylish,Aesthetics
0.012308969,0.28560555,0.7020855,cool strap,Aesthetics
0.010536697,0.3642439,0.62521946,also quite secure,Durability
0.06484509,0.47159773,0.46355718,strong,Durability
0.021567985,0.45279297,0.525639,well made sturdy,Durability
0.008631337,0.11217076,0.8791979,really well made,Durability
0.010782149,0.19111003,0.7981078,nice strong,Durability
0.05157189,0.65374434,0.29468375,strong straps,Durability
0.06484509,0.47159773,0.46355718,strong,Durability
0.18759513,0.6443127,0.16809219,sturdy,Durability
0.09031051,0.668378,0.24131152,easy adjust,Ease of Use
0.15451272,0.6845687,0.16091856,strap adjusts easily,Ease of Use
0.017996166,0.22989729,0.7521065,fairly easy get,Ease of Use
0.021474896,0.39751476,0.5810104,comfortable,Ergonomics
0.021474896,0.39751476,0.5810104,comfortable,Ergonomics
0.023705382,0.5361339,0.4401607,comfortable strap,Ergonomics
0.023705382,0.5361339,0.4401607,comfortable strap,Ergonomics
0.04033899,0.8200318,0.13962924,long enough tall person use even low guitar position using acoustic strap button neck,Ergonomics
0.10889215,0.8115486,0.079559304,plenty length us like instruments,Ergonomics
0.021474896,0.39751476,0.5810104,comfortable,Ergonomics
0.010536697,0.3642439,0.62521946,also quite secure,Performance
0.63913065,0.3437305,0.017138865,strap slippery find hold guitar left hand playing otherwise slides defeats purpose using strap,Performance
0.07378783,0.5106057,0.4156065,exceptional quality,Performance
0.030768704,0.21863635,0.750595,great quality,Performance
0.2582943,0.45127237,0.29043332,,Performance
0.04723923,0.87565696,0.07710382,holds bass securely,Performance
0.06676853,0.6927588,0.24047273,top quality seatbelt material,Performance
0.5004553,0.44743508,0.05210959,strap guitar feels like serious piece equipment dinky nylon ones stores give away,Aesthetics
0.8310115,0.15799707,0.010991519,falls apart easily,Durability
0.18759513,0.6443127,0.16809219,sturdy,Durability
0.2550343,0.66615486,0.078810744,thinner flimsier,Durability
0.28301457,0.57845545,0.13852999,thin,Durability
0.07980663,0.8147245,0.105468914,also rolls rnds glued hard get started,Ease of Use
0.026657669,0.54188627,0.43145603,comfortable use,Ergonomics
0.31826344,0.5442587,0.13747783,rough,Ergonomics
0.1526714,0.7489338,0.09839485,double ply rough recycled papers,Ergonomics
0.057359766,0.4600402,0.48260003,fairly soft,Ergonomics
0.37098205,0.55263555,0.07638236,softness,Ergonomics
0.22383207,0.6274408,0.1487272,soft enough,Ergonomics
0.03542697,0.5853213,0.37925178,rolls actually softer normal,Ergonomics
0.02337204,0.31827325,0.6583547,good septic tank,Interference
0.17998897,0.71321,0.106801085,safe septic tank,Interference
0.12433758,0.5871147,0.28854772,lint free,Interference
0.4834868,0.49723607,0.01927707,sometimes toilet paper separates inner tube causing tube slide end slightly happen often flaw ever find product,Interference
0.099448524,0.79348785,0.107063584,wish sheets per roll,Aesthetics
0.065656416,0.7471378,0.1872058,take extra get job done,Performance
0.06306823,0.6741391,0.26279262,gets job done,Performance
0.011239882,0.1015363,0.88722384,good product,Performance
0.045255344,0.7473403,0.20740436,sturdy absorbent,Performance
0.56833285,0.37051928,0.06114792,thick enough job,Performance
0.023072174,0.1714161,0.8055117,great price recycled,Price
0.10716799,0.71491534,0.17791669,reasonably priced,Price
0.15484345,0.6190041,0.22615251,cheap price,Price
0.04368938,0.27100584,0.68530476,great price,Price
0.0232109,0.29790127,0.67888784,sold good price,Price
0.14680195,0.70045966,0.15273838,reasonable price,Price
0.08589844,0.7570824,0.15701918,need grab full hand full opposed sheets,Use Efficiency
0.88134634,0.10943738,0.009216245,interchangable lefties,Adaptability
0.005621524,0.10118869,0.8931898,handles cool especially crushed money handle,Aesthetics
0.43514508,0.48836344,0.076491505,little flimsy,Durability
0.5633134,0.41445047,0.022236139,however handles broke within months,Durability
0.006490436,0.14913538,0.84437424,handle excellent easy hold,Ease of Use
0.010392719,0.30387583,0.6857315,larger handle makes easier grasp navigate,Ease of Use
0.0033449638,0.05293645,0.9437186,also love ergonomic handle design,Ergonomics
0.015456513,0.47678593,0.50775754,comfortable hold,Ergonomics
0.06291926,0.6698035,0.26727724,handle comfortable,Ergonomics
0.003702373,0.07414529,0.92215234,nice huge ergonomic handle,Ergonomics
0.0068997536,0.13965417,0.8534461,handle feels good hand,Ergonomics
0.03736755,0.49945962,0.46317282,fantastic value brushes,Price
0.008544747,0.34541303,0.6460422,travel eating highly viable option,Adaptability
0.12237887,0.76194465,0.11567651,use yogurt applesauce even spaghettios,Adaptability
0.14221533,0.80984104,0.047943573,fact fit squeeze station serisouly sold,Adaptability
0.58275074,0.38743535,0.029813908,cap broke first use,Durability
0.14403859,0.7417792,0.1141822,least means wont spill,Durability
0.18759513,0.6443127,0.16809219,sturdy,Durability
0.11388376,0.8171561,0.06896015,thing say super careful lids bend damage take,Durability
0.04551177,0.6973414,0.25714687,pouches seal well,Durability
0.11390602,0.8040829,0.0820112,zipper strong leaks,Durability
0.039319843,0.74906343,0.21161672,food pouches sturdy,Durability
0.007782211,0.06493562,0.92728215,held great several months,Durability
0.006556426,0.13275754,0.860686,durable well made,Durability
0.007107171,0.26243833,0.7304545,infantino squeeze station makes filling breeze cleaning easy zippered bottom,Ease of Reprocessing
0.06455755,0.6609503,0.27449214,wish bit bigger opened,Ease of Reprocessing
0.07314631,0.49572822,0.43112555,easy clean,Ease of Reprocessing
0.03058419,0.58879936,0.38061646,easy clean bottle brush,Ease of Reprocessing
0.27220434,0.65917325,0.06862238,difficult fill clean,Ease of Reprocessing
0.07314631,0.49572822,0.43112555,easy clean,Ease of Reprocessing
0.08511425,0.62279916,0.29208663,easy fill,Ease of Reprocessing
0.17177264,0.6884195,0.13980784,hard get open clean bottom,Ease of Reprocessing
0.0041965833,0.15383834,0.84196514,feel clean well,Ease of Reprocessing
0.75011414,0.23157994,0.018305913,really hard time getting zip lock open time wash,Ease of Reprocessing
0.03784498,0.6700355,0.29211953,washes well,Ease of Reprocessing
0.11738958,0.7796258,0.10298465,pouches little hard fill,Ease of Reprocessing
0.03561379,0.5179422,0.44644406,easy clean dishwasher,Ease of Reprocessing
0.07314631,0.49572822,0.43112555,easy clean,Ease of Reprocessing
0.18780546,0.65489995,0.15729462,easy feed,Ease of Use
0.14100336,0.75490415,0.104092546,easy month old hold,Ease of Use
0.44866753,0.52385944,0.027473025,trying avoid mess two year old bowl spoon,Ease of Use
0.02458848,0.74486107,0.23055048,helped motor skills learning push food bottom top,Aesthetics
0.013515984,0.3687517,0.6177323,work well,Performance
0.21393083,0.69304794,0.09302121,ca beat squooshis size price quality,Performance
0.008541523,0.17575029,0.81570816,overall still definitely worth paid many times buying disposable pouches store,Price
0.21393083,0.69304794,0.09302121,ca beat squooshis size price quality,Price
0.06455755,0.6609503,0.27449214,wish bit bigger opened,Use Efficiency
0.29927245,0.5747345,0.12599295,fit much,Use Efficiency
0.01625889,0.46993953,0.5138016,allows us versatility choices coffee,Adaptability
0.013322617,0.39524582,0.5914316,brews fine coarse ground coffee fine,Adaptability
0.08259694,0.82288504,0.09451802,fit commercial keurig version,Adaptability
0.14942847,0.6590781,0.19149339,fit keurig,Adaptability
0.0054859174,0.15689069,0.83762336,ecko brew paper filters fit perfectly,Adaptability
0.14942847,0.6590781,0.19149339,fit keurig,Adaptability
0.0347778,0.8878215,0.077400714,fit directly aging cuisinart coffee maker without insert adapter,Adaptability
0.010687388,0.25020897,0.7391037,otherwise well made,Durability
0.27946484,0.6894272,0.03110795,hinges screens show signs wear tear,Durability
0.011911904,0.29762247,0.69046557,lasted well,Durability
